36.00355613805909, -78.9397767204518
36.00323986721934, -78.93901677048908
36.00344453513544, -78.93979373476024
36.00314897235611, -78.93974745314075
36.00330022235485, -78.94023140014956
36.003211495719945, -78.9408397513813
36.00394298123005, -78.94119305418866
36.00438614889332, -78.9405413316014
36.00387171397876, -78.94055904934203
36.00404021812909, -78.94002898743219
36.00373418095002, -78.93822400954477
36.00330919473884, -78.93792146776562
36.00357199654567, -78.94271585225619
36.003061035776916, -78.94239570884682
36.00569692925606, -78.94118429669118
36.00532516361756, -78.94077737869233
